recency,frequency,monetary_value
217,29,336.13
45,127,3651.9699999999993
18,2,1231.5
36,17,343.45
25,73,703.37
16,1,90.47999999999999
330,29,689.9499999999999
274,7,101.33999999999999
98,2,4055.7199999999993
61,39,167.66999999999996
2,89,9068.26
93,36,2106.52
81,70,3017.3
312,21,580.05
11,213,911.1500000000001
7,108,2697.8
127,19,168.31
11,41,223.64999999999998
0,431,259657.3
37,38,754.6400000000001
37,18,113.48000000000002
329,39,430.7
254,17,271.0
1,444,8052.97
19,46,236.3
12,26,352.69000000000005
368,1,76.32000000000001
290,28,220.1
67,378,1418.03
25,74,320.71999999999997
10,1279,5653.82
367,30,181.11999999999995
214,17,111.14999999999999
149,32,673.1
8,364,1826.21
24,36,589.44
29,196,1142.99
60,56,206.83
19,47,348.73
243,14,112.55
15,70,1059.3899999999999
212,1,931.4999999999999
29,20,681.9100000000001
63,38,784.3299999999998
295,8,152.65
17,159,8438.34
157,15,1019.52
116,61,1000.1600000000001
7,43,2888.7500000000005
12,221,2861.55
140,10,160.35
45,7,179.33999999999997
50,16,612.0799999999999
32,37,566.5800000000002
134,38,653.3499999999999
3,21,399.18999999999994
75,25,371.62000000000006
12,140,734.94
9,34,453.4
301,23,530.1500000000001
57,39,638.0600000000002
15,80,1618.69
37,24,399.65
177,10,302.46000000000004
23,37,1384.86
176,131,1169.94
60,9,202.65
33,38,980.3100000000001
58,54,1231.31
14,189,7561.68
86,31,2106.8400000000006
7,1,104.0
358,30,476.35
31,74,1341.42
128,97,1590.81
9,90,1793.1700000000003
4,119,1843.7500000000005
24,44,382.7999999999999
227,37,632.0700000000002
15,1,49.8
249,17,304.25
15,71,2001.0399999999997
77,68,1090.2400000000002
192,15,284.46
261,7,207.79999999999998
71,45,957.9699999999999
165,16,243.76
82,7,973.8399999999999
95,141,689.1300000000001
4,159,5425.560000000001
106,32,163.8
199,68,1396.9900000000002
157,19,160.42000000000002
71,200,1993.7000000000003
36,32,517.3599999999999
28,8,139.10000000000002
1,134,2621.38
25,42,600.07
326,43,248.42
236,15,232.48000000000002
89,13,299.34
31,26,481.74999999999994
29,31,621.7500000000001
211,21,662.08
2,114,2069.77
226,2,305.28000000000003
22,64,1041.6100000000001
92,19,443.0
4,272,6484.54
263,10,158.95000000000002
3,271,5509.120000000001
44,242,5228.050000000001
217,5,93.75
56,30,779.9
11,164,7276.9
9,86,2810.1999999999994
192,124,2083.2699999999995
81,37,592.97
325,1,440.0
71,104,1796.4800000000002
29,49,882.24
2,61,987.1000000000001
218,88,1561.6100000000001
46,6,422.58000000000004
9,104,2073.09
72,78,2232.4900000000002
7,175,2567.0600000000004
23,4,596.0999999999999
122,47,804.02
17,8,95.34
310,21,349.27000000000004
87,16,4314.72
50,98,526.6700000000001
89,6,103.3
39,118,2337.6300000000006
24,42,2338.6000000000004
172,134,2643.2
43,21,324.24
140,13,149.48
25,61,1213.1599999999999
72,46,801.5100000000001
134,1,25.5
366,7,168.6
38,11,283.15000000000003
2,166,3078.58
2,3,204.0
30,11,175.92000000000002
43,14,335.8599999999999
58,8,110.38
73,9,173.89999999999998
277,10,180.6
180,7,80.82
7,12,178.05
3,756,2094.88
42,70,1837.2800000000002
